Dnd Fiitness Gym,-8800685907,4.9,45,"Ko 03/04 Placio Road, Sector 126, Noida - 201303, Gate No 2A Amity Universty"
Power World Fitness Center,-9582199504,3.8,111,"479, MT Road, Village Hosiarpur, Noida Sector 51, Noida - 201307, Near Shivalik"
,,,,
U Turn Fitness,-9999595418,4.9,110,"Opposit J-55, Near Indian Overseas Bank, Noida Sector 22, Noida - 201301"
,,,,
Fitness First (Mall Of Indi..,-6229630,4.2,103,"Mall Of India , Lower Ground Floor, Noida Sector 18, Noida - 201301, Opposite Store 99"
,,,,
X Factor Gym,-4232333,4.2,101,"D-13,Basement, Noida Sector 52, Noida - 201301, Near Aravali Appartments"
,,,,
Gym Byte,-7835871377,3.2,101,"Ground Floor, Noida Sector 26, Noida - 201301, Near Dps School"
,,,,
Phoenix Gym,-4554579,4.5,100,"A48, A Block, Sector 26, Shaheed Arjun Sarona Marg, Noida Sector 27, Noida - 201301"
,,,,
The Gym,-9205498350,3.6,97,"Block I, Noida Sector 22, Noida - 201301, Near Shiv Mandir, Physical College"
,,,,
Anytime Fitness,-8447609093,4.6,95,"Shop No-1/A/B/C/D, Divine Meadows GH-04, Noida Sector 108, Noida - 201304"
,,,,
Body Engineers,-8010503109,4.6,93,"A-2, Noida Sector 92, Noida - 201304, Near India TV Office"
,,,,
Premier Fitness Club & Spa ..,-4225256,3.7,90,"Shop Number 401/402, 2nd Floor, Shopprix Mall, Noida Sector 61, Noida - 201307, Near Shopix Mall"
,,,,
Fitness Myantra,-9536312996,4.5,87,"D -18, Noida Sector 15, Noida - 201301, Near By Foriegn Registration Office"
,,,,
Fitness Myantra,-9718581829,4.5,87,"Plot No -01 ,Naya Bans, Rawat Building, Noida Sector 15, Noida - 201301, Near Noida Public Liberary"
,,,,
Addiction Gym,-4226829,4,84,"Shop No-2,3,4 ,5, Noida Sector 25, Noida - 201301, Opposite  Bal Bharti Public School, Main Market ,Jalvayu Vihar"
,,,,
Gym 99,-9560018502,4.4,82,"B-156A, Tulip Mall, Noida Sector 46, Delhi - 201303"
,,,,
Revitaal Mantrra,-4311251,3.5,82,"P 3, Krishna Apra Plaza, Ist Floor, F7/8, Noida Sector 18, Noida - 201301, Near Metro Station 18, Near Icici Bank Atm"
,,,,
Grand Fitness,-9650402047,5,79,"180 A, Sector 18, Noida - 201301, Near Vinayak Hospital"
,,,,
Sreez Fitness For Zumba,-9560950352,4.7,79,"Amrapali Silicon City, Sector 76, Flat F 906, Noida - 201301"
,,,,
HealthZone Gym,-8010006073,3.6,79,"Street No. 16, Sadarpur, Sector45, Shiv Mandir Wali Gali, Chhalera Bangar, Noida - 201303, Near RSS International Schol"
,,,,
Fit4u,-4179635,5,77,"B-1  55, Noida Sector 36, Noida - 201303, Near City Dental & Logic Mall"
,,,,
4 Fitness Gym,-9958153324,4.2,77,"Plot Number 2, Noida Sector 49, Noida - 201303, Behind  Hanuman Murti"
,,,,
The New Generation Health C..,-8882419916,3.9,77,"Roshan Complex, Street No 2, Mamura, Noida - 201307, Near Shramik Kunj"
,,,,
Sweat Zone,-4211128,3.7,77,"A 56/1 The Noddy International School (Basement), Noida Sector 50, Noida - 201307, Near Central Market"
,,,,
The Fitness Point Gym,-9717576006,4.5,75,"H No- B- 17, Begraj Complex,, Noida Sector 53, Noida - 201301, Near Hanuman Mandir"
,,,,
Fitmax Fitness & Health Clu..,-9718299934,4.4,72,"C-513, Amrapali Road, Noida Sector 44, Noida - 201303, Near Pnb Bank, C Block"
,,,,
Xtreme Gym,-9818068607,4.4,71,"Shop No 9 to 14 Second Floor, Deepak Vihar, Noida Sector 62, Noida - 201309, Green India Palace"
,,,,
Xtreme Gym,-9213951860,4.4,71,"Plot No. E-7 Deepak Vihar, Main Road, Noida Sector 62, Noida - 201309, Opposite .Assotech Building"
,,,,
Legion Gym,-9899919559,3.7,70,"A 91, Noida Sector 36, Noida - 201303, Near Golf Course Metro Station"
,,,,
SIP Academy,-9818658570,4.8,68,"Noida Sector 27, Noida - 201301, Behind Sub Mall, Above Aryabhatt Stationary"
,,,,
Fitness Freak,-8448229933,4.5,68,"Building No BS  07, Sector 70, Delhi - 201307, Near Sapphire International School"
,,,,
The Iron Pumpers GYM,-8285561167,3.9,67,"I-block, RAGHUNATHPUR-NOIDA SECTOR 22, Noida - 201301"
,,,,
Prems Gym,-4290046,3.8,65,"A-682, Noida Sector 19, Noida - 201301, Behind Little Scholar School,A Block, Pocket A"
,,,,
Golds Gym,-9355129809,4.7,64,"1st Floor ,Gaur City Club,GH 01, Noida Extension, noida - 201305"
,,,,
Parsona Live Gym,-9718825524,4.1,64,"A Square Mall, Basement, Noida Sector 73, Noida - 201307, Near Global Indian International School"
,,,,
Noida Health Club,No Number!,3.9,64,"Chhalera, Sector 44, Chhalera Bangar, Noida - 201303"
,,,,
Crossfit Lakshya,-9910029017,4.1,58,"3rd Floor, KM-01, Starling Mal Road, Noida Sector 104, Noida - 201304, Opposite Pathways International School"
,,,,
Sweat Zone Gym,-8750665420,3.8,58,"D- 85/7, Sector 51, Noida Sector 51, Noida - 201307, Near Kidzee Play School"
,,,,
Meraki Fitness Studio,-7087316203,4.9,54,"Ground Floor, Sh-51opposite, Gate Number 1, Logix Blossom County, Sector 137, Noida - 201305"
,,,,
Fit For Life,-8375883517,4.2,54,"D-72, Block D, Sector 122, Noida, Noida - 201307"
,,,,
Fit & Fab Gym,-4136596,4.2,54,"2nd Floor, The Power House Complex, Main Dadri Road, Noida Sector 49, Noida - 201303, Near Needs General Store"
,,,,
Get Fitfine Gym,-8802262109,4.1,53,"S-2 First Floor, Garden Galleria Market, Noida Sector 46, Noida - 201303, Near Mother Dairy"
,,,,
Fire Fitness Unisex Gym,-9278474645,4.7,52,"Gate No 1, Amrapali Platinum, Sector 119, Noida Sector 119, Noida - 201304"
,,,,
Body Temple Gym,-7428283917,3.8,52,"C 101, Block C, Sector 72,,, Near A Square Mall,, Noida Sector 72, Noida - 201307"
,,,,
Power World Gym Bhangel,-7625087785,3.7,52,"Raghuveer Complex, Khasra No. 124 Bhangel, Main Dsc Road, Bhangel, Noida - 201304, Above V2 Mall"
,,,,
Crossfit Himalaya 2.0,-8956505060,4.6,49,"Khasra No. 68, Sadarpur, Sector-45, Noida - 201301"
,,,,
Body By Inches Gym,-9999144756,4.2,48,"12-22 T Point Block C5, Rana Complex, Noida Sector 22, Noida - 201301, Above Midas Diagnostics"
,,,,
Sanjay Fitness 24,-9958585776,4.8,47,"Near Jaypee, Village Bazidpur, Noida Sector 130, Noida - 201304, Opposite- Obc Bank"
,,,,
Aero Gym,-9746644546,3.8,45,"Basement, G-11, G Block, Sector 56, Noida - 201307"
,,,,
Neo Fitness Club,-9310079982,4.7,42,"Neo Fitness Club, NEAR DELHI PUBLIC WORLD SCHOOL, Noida Extension, noida - 201305"
,,,,
Neo Fitness Club,-9310079978,4.7,42,"BSF Road Sector KP5, Noida Extension, Noida - 201305, Near DPS School , Near Ace City"
,,,,
Supplement Arena,-7838375486,4.7,42,"Shop No 1, T S Complex, Main Dadri Road, Barola-noida Sector 49, Noida - 201304"
,,,,
Everlast Fitness,-8851338196,4.3,42,"C Block, Noida Sector 31, Noida - 201301"
,,,,
Mad Wolf Fitness Club,-8130469004,4.7,41,"Salarpur Khadar, Sector 102, Gejha Road, Bhangel, Noida - 201304"
,,,,
Funfitfab Studio,-9990573782,5,39,"B-124, Block B, Sector 52, Near Mind Mappers, Noida, Noida - 201301"
,,,,
Reps & Sets Fitness Club,-9891164870,4.8,38,"M-6 Basement, Sector 11, Noida - 201301, NEAR METRO HOSPITAL"
,,,,
The Big Biceps Gym,-8287121303,4,37,"Shop No.-4, Basement, Main Sector-34 Road, Noida Sector 35, Noida - 201307, Near Kribhco Apartment"
,,,,
Human FitX,-8383056753,4.8,36,"HumanfitX Gym, D 85/7, Noida, Noida - 201303, LPS Global School"
,,,,
Blue Cycling & Fitness,-4324519,4.4,35,"2nd Floor, Noida Sector 18, Noida - 201301, Near Wave Mall, Above Westside"
,,,,
Anytime Fitness,-8800502586,4.1,35,"2nd Floor,Civitech Central, Noida Sector 77, Delhi - 201304, Opp Grand Ajnara"
,,,,
Mad Fitness Academy,-9555607681,4.8,34,"Parade Ground, Bhel Township, Bhel Twp, Sector 17, BHEL Township-Noida Sector 17, Noida - 201301"
,,,,
Your Fitness Factory,-9999273658,4.7,33,"SD 02, Noida Sector 45, Noida - 201303, Opposite Prateek Stylome Society"
,,,,
Studio Fit,-9717428927,4.2,31,"A-27, Basement, Noida Sector 36, Noida - 201303, Near Community Centre"
,,,,
Red Rock Gym,-9268733335,3.8,31,"Gali, Gali No -7, Noida Sector 66, Noida - 201307, Near Kua Wala Chok"
,,,,
Sportivity,-8826376139,4.6,30,"S-1 Basement, Sector 50, Noida - 201307, Near Gole Chakkar"
,,,,
Synergy Fitness Connection ..,-9818003054,4.3,30,"House Number- B- 309, Sector 122, Noida - 201307, Near Raghav Global School"
,,,,
Gymtechno Fitness Studio,-9871789208,4.9,28,"775/779 1st Floor Jagat Singh Market, Noida Extension, Noida - 201305, Behind Stellar Jeevan Apartment"
,,,,
The Iron Pumpers Gym,-8586016209,4.9,28,"2nd Floor, A72 to 75a Deepak Vihar Khora Colony, Green India Place, Noida - 201301, Above Vishal Mega Mart"
,,,,
The Perfect Gym,-9015837680,4.8,28,"Gali Number 1, Noida Sector 44, Noida - 201303, Near Verma Clinic,Village Chhalera"
,,,,
Cult Fit Fitness Center,No Number!,4,28,"N- 16, Noida Sector 18, Noida - 201301, N Block, Pocket K"
,,,,
Mad Fitness Studio,-9555607681,4.9,27,"23, Block I, Sector 22, Maithli Marg, Noida Sector 22, Noida - 201301"
,,,,
Dronacharya The Gym,-9990402209,4.2,27,"SDA 61 Village Sadarpur, Noida Sector 45, noida - 201303, Opp Laxmi Furniture"
,,,,
Studio Fit,-9810080262,4.2,27,"Plot No.0203, 2nd Floor, Hazipur, Sector 104, Noida Sector 104, Noida - 201304, Opposite Pathways School"
,,,,
Fitness Focus Gym,-9911042804,4.2,27,"A -192, Noida Sector 46, Noida - 201303, Near By Mother Dairy"
,,,,
The Classic Gym,-7983874237,4.3,25,"Chhajarsi, Noida Sector 63, Noida - 201307, Near FNG Road"
,,,,
Refuel Unisex Gym & Cafe,-8081077235,3.7,25,"Ground Floor, Noida Sector 22, Noida - 201301, Opp Rajki Inter College"
,,,,
Yuva Fitness Gym,-8447493241,3.6,25,"Yuva Fitness Gym, Main Road, Noida Sector 49, Noida - 201301, Near Metro Station."
,,,,
Crosstrain Fight Club,-9911446834,4.3,24,"163 C, Block C, Sector 48, Noida - 201301"
,,,,
Mr. India Health Fitness Gy..,-9717355499,4,23,"Nagla Charandas, Noida - 201305, Phase 2"
,,,,
Knighthawks Studio,-4238408,4.4,22,"B 112, Basement, Sector 50, Noida - 201307, Near B Block Market"
,,,,
Power World Gym,-7625087795,2.7,22,"Second Floor, Sadarpur, Sector45, Noida - 201303, Above Canara Bank Sector 45"
,,,,
Get fit n fine gym,-9354133409,4.8,20,"F 2 First Floor C Block, Garden Galariya Market, Noida Sector 46, Noida - 201303, Near By Mother Diary"
,,,,
Taras Fitness Studio,-9582078926,4.8,20,"G - 3 Basement, Noida Sector 22, Noida - 201301"
,,,,
GorillaS Gym,-9821723791,5,19,"Block - I, Main Road, noida - 201301"
,,,,
GorillaS Gym,-8373980124,5,19,"Block - I , 2nd Floor, CS Rana Complex, Noida Sector 22, Noida - 201301"
,,,,
24 Fitness Gym,-9718914909,4.2,19,"B-57, B Block, Noida Sector 108, Delhi - 201304"
,,,,
Lucky Gym,-9990223975,4.1,19,"Bahlolpur Sec 65 Noida, Gate No-1, Search Lucky Gym Noida Google Map, Noida - 201304, Hanuman Mandir"
,,,,
Quest And Curve,-9868560454,4.1,19,"B 72, Stimulus School, Sector 39, Noida - 201303"
,,,,
Lucky Gym Sec 65,-9990223975,4.1,19,"Village -Bahlolpur Sec 65, Noida Sector 65, Noida - 201301, Search Lucky Gym Sec 65 Noida Location Available Google Map"
,,,,
Golds Gym Fitness Institute,-9560044890,3.9,18,"A-Block, Sector 31, Noida, Noida - 201301"
,,,,
The Devotion Gym,-6408604,3.5,18,"1st Floor, Veervati Palace, Noida Sector 27, Noida - 201301, Near Vinayak Hospital, Above Oriental Bank"
,,,,
Besavvy,-7292057769,4.9,17,"Sector 45 Road, G Block, Sector 44, Chhalera Bangar, Noida - 201303"
,,,,
The Hitech Gym,-9717136851,4,17,"Hanumaan Market, Harola, Noida - 201301, Near Police Fire Station"
,,,,
Mbs Gymkhana Ltd,-9310004059,3.9,17,"2nd Floor, Shopprix Mall, Noida HO, Noida - 201301, Sector-61"
,,,,
Baba Olympic Gym,-9536603568,4.7,16,"Kherli Hafizpur, Gautam Budh Nagar, Noida - 203202, Near Kanya Uchtar Madhyam Vidhyalya Gurukur"
,,,,
Workoutz Gym,-8527071324,4.3,16,"B 499, A Block, Pocket A, Sector 19, Noida Sector 67, Noida - 201301"
,,,,
Workout Gym,-9717154867,4.3,16,"B 499, C Block, Pocket C, Sector 19, Noida Sector 19c, Noida - 201301"
,,,,
The Bulls Gym,-2500069,4.2,16,"I-67, I Block, Noida Sector 41, Noida - 201303, Near Ojhas Good Will Hospital and Milinnium School"
,,,,
Muscle Factory The Unisex G..,-9899372917,5,15,"Plot No 190/3, Tigri Gol Chakkar, Gaur City Road, Noida Extension, Noida - 201305, Samsung Authorized Service Centre Near Gaur City"
,,,,
Ultimate Fitness Centre,-9958354344,4.9,15,"D63 Sector 49 Hindon Vihar, Noida HO, Noida - 201301, Nr Dominos"
,,,,
Ice Blue Gym,-9368277808,4,15,"Sikandrabad, Noida - 203202"
,,,,
Fighting Choice,-8101313622,5,14,"Hoshiar, Sec 51 Sharma Market, Noida - 201303, Nr Sector 34 Metro Station"
,,,,
Star Gym,-9958244929,3.5,14,"Bihari Market, Opposite Paras Tierea, Noida Sector 141, Noida - 201305"
,,,,
Hks Health Club,-9910606189,3.1,14,"Numberdar Market, Vill. Chhijarshi Sec. 63, Chhajarsi, Noida - 201307, Near Shani Mandir"
,,,,
On The C Club 61,-9910735853,3,14,"Shop Number 443 -449, 2nd Floor, Sopprix Mall, Noida Sector 61, Noida - 201307, Sopprix Mall"
,,,,
Khan Health Club,-9568011978,4.8,13,"Fatehpur Atta, Noida - 203201"
,,,,
Iron Pumpers Gym,-9311124408,4.5,13,"B 14, Main Road, Noida Sector 12, Noida - 201303, Near Suhani Furniture"
,,,,
Get Fit N Fine,-8802228725,4.3,13,"B-1/35,Central Market, B Block, Noida Sector 50, Noida - 201307, Near ICICI Bank,Central Market"
,,,,
Moksham Body Mantra,-9540414048,3.4,13,"Gali No.2, Noida Sector 66, Noida - 201307, Near U Flex & Near Sector 61 Chowk"
,,,,
Steppers Gym,-9711179809,4.7,12,"3rd Floor Khan Market Sec 49 Barlow, Main Dadri Road, noida - 201301, Near Tvs Showroom"
,,,,
Ever Last Fitness,-9711795644,4.5,12,"Shop No.c Block, Above Overseas Bank, Noida Sector 31, Noida - 201301"
,,,,
Ever Last Fitness,-9711795644,4.5,12,"A Block, Noida Sector 15a, Noida - 201301, Near By Film City"
,,,,
Mac Gym,-9760916314,3.7,12,"City Plaza 3rd Floor Gaur City 1, Noida Extension, Noida - 201305"
,,,,
Steppers Gym,-9958971141,4.7,11,"Main Dadri Road, Noida - 201301, Near Barola Market"
,,,,
Pulse Gym,-8742913617,4.2,11,"Sector 62a, Khora Colony, Noida - 201309"
,,,,
The Akhada Gym,-9873000256,4.2,11,"Plot Number 954, Kashmiri Gate, Khora Colony, Noida - 201309, Near TATA TOWER"
,,,,
Royal Inches Zym & Fitness ..,-9350586658,4,11,"A-3  .- A, Noida Sector 32, Noida - 201303, Near Authority, Back Side Petrol Pump"
,,,,
Way Fitness Academy,-9999487269,3.7,11,"B 259, Noida Sector 50, Noida - 201307, Near Indian Bank"
,,,,
Dcfc Fitness Club,-9821677668,5,10,"East Avenue Grand, Nehra Infra Homes, 5th Floor; Main Dadri Road, Sector 49, Noida - 201303, Opp- Dominos"
,,,,
Universal Sagar Academy,-9911639272,4.9,10,"J-103, Sector 77, Noida - 201304, Prateek Wisteria"
,,,,
Fitness Zone,-9711179047,4.3,10,"Shop No-P S Arcade,, Bhoja Market, Atta Market, Noida Sector 27, Noida - 201301, Behind Vinayak Hospital, & Below Bank Of Maharashtra"
,,,,
Gold Star Gym And Personal ..,-9990004818,3.8,10,"Plot No-101, Noida Sector 82, Noida - 201304, Behind Vds Market/Sector 110 Market"
,,,,
Workoutz Gym,-9811182333,3.5,10,"50, Block T, Sector 12, Sector 12 Block V Road, Noida - 201301"
,,,,
The Lion Sports,-9205634021,3.3,10,"Office No.1, Sharma Market, Sector - 53, Noida - 201301, Near Mithas"
,,,,
Hardeep And Company,No Number!,4.3,9,"A 39, Noida Sector 16, Noida - 201301, Near Mc Donald"
,,,,
The Brown Star Gym,-8750078791,4.1,9,"Block- BR-41, LG Ground Floor, Noida Sector 45, Noida - 201303, Near Prateek Stylome"
,,,,
Fitzeal The Fitness And Wel..,-4515141,4,9,"A-74, Basement, Nearby HDFC BANK, Noida Sector 17, Noida - 201301"
,,,,
Xpress Fitness Studio,No Number!,3.7,9,"Noida Sector 27, Noida - 201301"
,,,,
Addiction Gym,-4356938,3.7,9,"FC-24a 2nd Floor, Noida Sector 16, Noida - 201301, Near Film City"
,,,,
O 2 Club,-4729258,3.1,9,"C 78  Supertech 34 Pavllion, Main Road, Noida Sector 34, Noida - 201307, Near Noida City Centre"
,,,,
D C F C,-9899029986,4.4,8,"Hazipur, Sector 104, Noida - 201304"
,,,,
Premier Fitness Club (Shopp..,-9811885428,3.9,8,"Shop No 401/402, 2nd Floor,Shopprix Mall, Noida Sector 61, Noida - 201307"
,,,,
Onthec Gym,-4121327,2.7,8,"22, Block C, Sector 61, Noida - 201301"
,,,,
Onthec Club- Vikfit,-4121327,4.8,7,"Shop No 433-449, 2nd Floor, Noida Sector 61, Noida - 201307, Near Shopprix Mall"
,,,,
Himanshu Sharma Fitness,No Number!,4.5,7,"The Royal Gym Sec49, Noida - 201301, Near By Main Barola Market"
,,,,
Ecole Fitness,-4507411,4.4,7,"E-7,Ramagya School,Gate No 2, Noida Sector 50, Noida - 201307"
,,,,
Fitness Motivation Gym,-9990154861,4.4,7,"Village Patwari, Sector2, Greater Noida West, Noida - 201307, Near Yadav Paneer Bhandar"
,,,,
DtF Studio,-9311251147,4.2,7,"Shop No 14/Ugf, Dtf Studio, Branch Sector78, Mahagun Mart, Sector 78, Noida, Noida - 201301"
,,,,
Fitness Pro Gym,-9999937692,4.1,7,"Main Road, Main Dadri Market, Noida Sector 49, Noida - 201303, Near OBC BANK"
,,,,
Hercules Gym,-7838151111,4.1,7,"Basement, Hansraj Complex, Noida Sector 31, Noida - 201303, Near Nithari"
,,,,
Gold star gym ,-8826507981,4,7,"Noida Sector 93, Noida - 201304, Behind vds market"
,,,,
Addiction India,-4273130,3.4,7,"Club-61, Shopprix Mall, Noida HO, Noida - 201301"
,,,,
Pro Fitness Gym,-9899379003,5,6,"Kothi No-103, Noida Sector 70, Noida - 201307, Near Pan Oasis Apartment"
,,,,
Smart Fit GYM,-9599748684,4.8,6,"PKB 42, Main Road, Noida Sector 122, Delhi - 201307, Near CNG Pump"
,,,,
Bio-fitness Gym,-9718924472,4.5,6,"M-36, Vill- Mamura, Noida Sector 66, Noida - 201307"
,,,,
The Fitness Gym,-9540533375,4.3,6,"Rn-37,Sec-62, Noida Sector 62, Noida - 201309, Near-B Block Mkt & Gunjan Play School"
,,,,
Kanta Health Club,-8130514475,4.3,6,"Noida Sector 68, Noida - 201307, Near Pragatyi Public School, Garhi Chokahndi"
,,,,
Generation Iron Gym,-9810728655,4.3,6,"B-35, b block, Noida Sector 52, Noida - 201301, Near adarsh public school"
,,,,
Extreme Fitness Gym,-8394911818,4.2,6,"Dankaur, Noida - 203201, Near Sport City"
,,,,
Noida Health Club,-7503635681,4.2,6,"Sadarpur, Main Road, Noida Sector 45, Noida - 201303, Near Som Bazar"
,,,,
Noida Health Club,-9999947208,4.2,6,"172 , Near Ved Prakash Bhawan, Gali No 1 ,Near Kartik Kunj Appartment, Sector 44, Noida - 201303, Near Old Shiv Mandir"
,,,,
The Royal Gym,-9891016618,4.1,6,"Main Dadri Road ,, Barola-Noida Sector 49, Noida - 201304, Near Axis Atm ,Main Market"
,,,,
Zink Gym Club,-8882955736,3.8,6,"C 1 Noida 48, C Block, Noida Sector 41, Noida - 201303"
,,,,
Power World Gym,-7625087787,3.7,6,", Shramik Kunj, Sector 110, Noida - 201304"
,,,,
Fitness Club Noida,-9999153236,5,5,"B -228, Noida Sector 92, Noida - 201304, Near- Omax Flat"
,,,,
Ch D S Fitness Club,-7011335147,5,5,"J-61, J Block,Sector 22, Noida - 201301, Near J 61"
,,,,
DEV Health & Fitness GYM,-9311439964,5,5,"HA- 9, Basement , Block- HA, Sector- 104, Noida, Noida - 201301, Shiv Mandir Hajipur"
,,,,
Shiv Health Club Unisex Gym,-8750489984,5,5,"Rc-33, Gali Number 1, Khora Colony, Noida - 201309, Near Pawan Vihar ,Near Shiv Hanuman Mandir"
,,,,
Body Temple Gym,-9891438672,4.7,5,"A Square Mall, Main Road, Noida Sector 73, Noida - 201307, Near Pet Clinic & Vinnar Heights"
,,,,
Gain Your Attitude Gym,-8527463926,4.6,5,"Sector 53, Gijhore, Noida - 201301"
,,,,
Noida Gym & Fitness Centre,-9818246071,4.6,5,"A-64,Sec-71.noida,Nr Sai Mandir, Noida HO, Noida - 201301"
,,,,
Truefit,-9999296611,4.2,5,"B 125 Basement, Noida Sector 71, Noida - 201307, Near Sai Mandir"
,,,,
Metromax Health Clubs,-9891955907,4.1,5,"S R Complex , First Floor, Main Dadri Road, Barola-noida Sector 49, Noida - 201304, Near Union Bank"
,,,,
Life Fit,-9999243918,4,5,"B-85a, Noida - 201008, Sec-47"
,,,,
Life Fit Gym,-8447300471,4,5,"CMC Mkt., Main Dadari Road, Noida Sector 49, Noida - 201303, Near Union Bank Of India"
,,,,
Noida Gym & Fitness Centre,-9818246071,3.7,5,"A -64, Noida Sector 71, Noida - 201307, Behind HP Petrol Pump and Opposite Sai Mandir"
,,,,
Body Temple Fitness For Gen..,-9311333447,3.4,5,"Main Road, Bhangel, Noida - 201304"
,,,,
Master Health Club,-9871876596,3.3,5,"Noida Sector 23, Noida - 201301, Near Ideal School"
,,,,
Balyan Gym,-8630463828,5,4,"Bhabokara, Noida - 203155"
,,,,
O2 Gym,-7500020111,4.9,4,"Captain Shashi Kant Sharma Marg, Noida Sector 34, Noida - 201307, Near Pocket C"
,,,,
